Id_Customer;Y;Customer_Type;BirthDate;Customer_Open_Date;P_Client;Educational_Level;Marital_Status;Number_Of_Dependant;Years_At_Residence;Net_Annual_Income;Years_At_Business;Prod_Sub_Category;Prod_Decision_Date;Source;Type_Of_Residence;Nb_Of_Products;Prod_Closed_Date;Prod_Category;;;
1405;1;Non Existing Client;02/03/1990;03/07/2011;NP_Client;University;Single;0;25;18;2;C;05/07/2011;Sales;Old rent;1;30/08/2012;B;;;
1856;0;Existing Client;10/12/1959;01/02/2006;NP_Client;Master/PhD;Married;0;1;20;1;C;17/08/2011;Branch;Owned;2;23/05/2012;C;;;
5108;0;Non Existing Client;08/10/1972;09/11/2011;NP_Client;University;Married;1;10;36;10;C;14/11/2011;Sales;Owned;1;;B;;;
150;0;Existing Client;01/07/1984;23/01/2011;NP_Client;Diploma;Single;0;26;25,5;3;C;23/05/2011;Branch;Owned;1;;L;;;
2387;0;Non Existing Client;11/02/1962;07/08/2011;NP_Client;University;Married;0;15;30;1;C;08/08/2011;Sales;Owned;1;;B;;;
2247;1;Non Existing Client;06/02/1975;27/07/2011;NP_Client;University;Married;2;15;30;1;C;30/07/2011;Branch;Owned;1;29/03/2012;D;;;
2392;0;Non Existing Client;31/05/1975;09/08/2011;NP_Client;University;Married;1;5;20;1;C;10/08/2011;Sales;Owned;1;;B;;;
5526;0;Non Existing Client;01/02/1971;04/12/2011;NP_Client;University;Married;0;15;30;1;C;06/12/2011;Sales;Owned;1;;B;;;
4815;1;Non Existing Client;11/07/1976;30/10/2011;NP_Client;University;Married;0;15;30;1;C;01/11/2011;Sales;Owned;1;31/05/2012;B;;;
6300;0;Non Existing Client;08/09/1984;21/12/2011;NP_Client;University;Married;2;3;72;1;C;03/01/2012;Sales;Owned;2;;B;;;
6342;1;Non Existing Client;23/10/1972;26/12/2011;NP_Client;University;Married;2;1;36;1;C;10/01/2012;Sales;Owned;1;30/09/2012;B;;;
5316;0;Existing Client;12/10/1983;27/10/2011;P_Client;University;Married;1;4;54;5;C;12/12/2011;Branch;Owned;1;;G;;;
7055;0;Existing Client;04/08/1984;13/04/2010;NP_Client;University;Married;0;10;50;10;C;21/02/2012;Sales;Owned;1;;B;;;
6067;0;Existing Client;30/04/1973;27/04/2010;NP_Client;University;Married;0;15;30;1;C;18/01/2012;Sales;Owned;1;;B;;;
8420;1;Non Existing Client;10/07/1963;12/03/2012;NP_Client;University;Married;5;1;36;1;C;13/03/2012;Sales;Owned;1;29/11/2012;B;;;
3372;0;Non Existing Client;17/11/1988;22/09/2011;NP_Client;University;Married;0;23;24;2;G;26/09/2011;Branch;Parents;1;24/05/2012;D;;;
7310;0;Non Existing Client;10/04/1978;06/02/2012;NP_Client;University;Married;2;12;25;1;C;07/02/2012;Sales;Owned;1;;B;;;
7505;0;Non Existing Client;19/09/1958;12/01/2012;NP_Client;University;Married;0;15;30;1;C;20/02/2012;Sales;Owned;1;;B;;;
8740;0;Non Existing Client;17/01/1970;25/03/2012;NP_Client;University;Married;0;1;36;1;C;27/03/2012;Sales;Owned;1;;B;;;
9272;0;Non Existing Client;17/06/1980;08/04/2012;NP_Client;University;Married;0;1;50;1;C;12/04/2012;Sales;Owned;1;;D;;;
7273;0;Non Existing Client;01/11/1951;02/02/2012;NP_Client;University;Married;3;1;240;98;C;06/02/2012;Sales;Owned;1;;B;;;
4648;0;Existing Client;20/05/1985;02/06/2011;NP_Client;University;Single;0;10;96;0;G;17/11/2011;Branch;Old rent;1;;J;;;
9461;0;Non Existing Client;11/12/1953;21/04/2012;NP_Client;University;Married;5;2;18;2;C;22/04/2012;Sales;Owned;1;;B;;;
5133;0;Existing Client;17/04/1952;27/03/2005;NP_Client;Master/PhD;Married;4;20;18;25;G;25/12/2011;Sales;Old rent;1;;C;;;
4783;0;Non Existing Client;25/09/1988;23/10/2011;NP_Client;University;Single;0;6;20;1;C;31/10/2011;Sales;Owned;1;;B;;;
3900;0;Existing Client;09/11/1983;28/09/2011;NP_Client;University;Married;2;1;41,4;1;C;18/10/2011;Sales;Owned;1;;L;;;
6937;0;Existing Client;18/08/1970;06/12/2005;NP_Client;University;Married;3;10;36;5;C;19/02/2012;Sales;Owned;1;08/05/2013;B;;;
7778;0;Existing Client;25/01/1971;01/07/2005;NP_Client;University;Married;1;6;18;16;C;11/02/2012;Sales;Owned;1;;B;;;
9308;0;Non Existing Client;14/05/1968;08/04/2012;NP_Client;University;Married;0;10;36;10;C;11/04/2012;Sales;Owned;1;18/02/2013;B;;;
2761;0;Existing Client;24/05/1977;20/03/2007;NP_Client;University;Married;2;10;70;7;C;11/09/2011;Branch;Parents;1;29/11/2012;B;;;
8960;0;Existing Client;13/09/1963;15/12/2010;NP_Client;University;Married;3;10;36;1;C;03/04/2012;Sales;Owned;1;;B;;;
8982;0;Existing Client;04/05/1988;25/08/2011;NP_Client;University;Single;0;10;36;10;C;11/04/2012;Sales;Owned;1;;K;;;
892;0;Non Existing Client;16/02/1963;22/05/2011;NP_Client;University;Married;1;10;36;3;C;15/06/2011;Sales;Owned;1;;B;;;
4631;0;Existing Client;08/05/1961;03/10/2010;NP_Client;Master/PhD;Married;0;15;20;1;G;24/11/2011;Sales;Owned;1;;C;;;
7663;0;Non Existing Client;18/05/1968;21/02/2012;NP_Client;University;Married;0;16;25;1;C;23/02/2012;Sales;Owned;1;;B;;;
3538;0;Non Existing Client;02/04/1985;22/09/2011;NP_Client;University;Single;0;26;18;6;C;28/09/2011;Sales;Owned;1;31/03/2013;B;;;
4647;0;Existing Client;14/01/1980;22/05/2011;NP_Client;University;Married;1;31;32,766;6;C;16/11/2011;Branch;Owned;1;;L;;;
6846;0;Non Existing Client;24/07/1977;21/01/2012;NP_Client;University;Married;0;10;36;11;C;26/01/2012;Sales;Owned;1;;K;;;
385;0;Non Existing Client;10/08/1989;18/05/2011;NP_Client;University;Single;0;1;18;1;C;26/05/2011;Sales;Owned;1;;D;;;
7929;0;Existing Client;17/04/1970;14/09/2009;NP_Client;University;Married;0;10;36;10;C;11/03/2012;Sales;Owned;1;;B;;;
1102;0;Non Existing Client;01/05/1986;26/06/2011;NP_Client;University;Single;0;8;12;0;C;29/06/2011;Branch;Owned;1;;B;;;
7729;0;Existing Client;26/12/1949;24/10/2001;NP_Client;University;Married;0;1;36;1;C;26/02/2012;Sales;Owned;2;18/12/2012;B;;;
8703;0;Non Existing Client;01/12/1968;25/03/2012;NP_Client;University;Married;2;10;50;10;C;26/03/2012;Sales;Owned;1;30/05/2013;D;;;
7038;0;Existing Client;11/02/1967;28/09/2009;NP_Client;University;Married;3;6;47,575;12;C;31/01/2012;Branch;Owned;1;;K;;;
4626;1;Existing Client;18/08/1951;19/09/2010;NP_Client;University;Married;0;10;36;1;C;14/11/2011;Sales;Owned;1;;B;;;
4099;0;Non Existing Client;03/04/1987;04/10/2011;NP_Client;University;Single;0;15;30;1;C;10/10/2011;Sales;Owned;1;25/11/2011;B;;;
6620;0;Non Existing Client;06/02/1966;14/12/2011;NP_Client;University;Married;0;10;36;10;C;17/01/2012;Sales;Owned;1;;B;;;
9250;0;Non Existing Client;29/06/1955;02/04/2012;NP_Client;University;Married;4;10;36;10;C;09/04/2012;Sales;Owned;1;;D;;;
4352;0;Non Existing Client;01/01/1967;23/10/2011;NP_Client;University;Married;0;1;36;1;C;24/10/2011;Sales;Owned;1;;B;;;
6246;0;Non Existing Client;13/02/1987;27/12/2011;NP_Client;University;Single;0;15;30;1;C;02/01/2012;Sales;Owned;1;;B;;;
3336;0;Non Existing Client;18/12/1978;18/09/2011;NP_Client;University;Married;0;13;50;13;C;19/09/2011;Sales;Owned;1;;B;;;
9431;0;Non Existing Client;22/10/1987;17/04/2012;NP_Client;University;Married;0;10;36;1;C;18/04/2012;Sales;Owned;1;;D;;;
2390;0;Existing Client;19/08/1955;11/08/2011;NP_Client;University;Married;0;15;100;1;G;16/08/2011;Sales;Owned;1;;C;;;
2108;0;Existing Client;15/06/1961;05/04/2011;NP_Client;Master/PhD;Married;0;21;100;1;C;09/08/2011;Sales;Old rent;1;;C;;;
1865;0;Existing Client;20/07/1980;18/06/2006;NP_Client;University;Married;2;6;20;1;C;14/08/2011;Sales;Owned;1;;D;;;
5858;0;Non Existing Client;27/12/1982;21/12/2011;NP_Client;University;Married;1;8;110;1;C;26/12/2011;Branch;Owned;1;;D;;;
6278;0;Non Existing Client;04/06/1964;20/12/2011;NP_Client;University;Divorced;1;1;36;1;C;03/01/2012;Sales;Owned;1;;B;;;
3438;0;Non Existing Client;02/05/1972;21/09/2011;NP_Client;University;Married;2;6;18;6;C;22/09/2011;Sales;Owned;1;;B;;;
8707;0;Non Existing Client;01/01/1986;21/03/2012;NP_Client;University;Single;0;10;30;2;C;27/03/2012;Branch;Owned;1;;C;;;
8968;0;Existing Client;20/08/1983;14/03/2011;NP_Client;Master/PhD;Single;0;3;12;3;C;17/04/2012;Branch;Owned;1;;C;;;
8593;0;Non Existing Client;20/08/1981;20/03/2012;NP_Client;Master/PhD;Married;1;6;150;5;G;21/03/2012;Branch;Owned;1;;D;;;
3096;0;Non Existing Client;26/11/1947;05/09/2011;NP_Client;University;Widowed;3;30;20;1;C;06/09/2011;Sales;Owned;1;;B;;;
7982;0;Existing Client;09/01/1983;02/09/2010;NP_Client;University;Single;0;29;55;6;G;19/03/2012;Branch;Old rent;1;;B;;;
1766;0;Non Existing Client;18/08/1976;21/07/2011;NP_Client;University;Married;1;15;30;1;C;27/07/2011;Sales;Owned;2;18/11/2012;B;;;
5017;0;Non Existing Client;08/09/1963;21/11/2011;NP_Client;University;Married;2;22;18;2;C;22/11/2011;Sales;Owned;1;;B;;;
8042;0;Existing Client;03/10/1968;07/12/2011;NP_Client;University;Single;0;35;250;10;G;18/03/2012;Branch;Owned;1;;C;;;
2737;0;Existing Client;23/05/1950;02/06/2005;NP_Client;University;Married;0;7;20;1;C;15/09/2011;Sales;Owned;1;;B;;;
2625;0;Non Existing Client;06/10/1954;21/08/2011;NP_Client;University;Married;3;10;36;10;C;23/08/2011;Sales;Owned;1;;B;;;
8711;0;Non Existing Client;15/03/1987;25/03/2012;NP_Client;University;Single;0;15;36;1;C;27/03/2012;Sales;Owned;1;;D;;;
646;0;Existing Client;13/11/1980;28/09/2010;NP_Client;University;Married;0;7;100,8;3;C;05/06/2011;Sales;Owned;1;07/12/2012;K;;;
8993;1;Existing Client;04/09/1980;20/11/2011;NP_Client;Master/PhD;Single;0;30;18;2;G;05/04/2012;Sales;Owned;1;31/03/2013;C;;;
4957;0;Existing Client;18/04/1972;16/11/2011;NP_Client;Master/PhD;Married;3;5;18;2;G;28/11/2011;Sales;Owned;1;;C;;;
3209;0;Non Existing Client;31/07/1976;07/09/2011;NP_Client;University;Married;2;11;63,788;10;C;14/09/2011;Branch;Owned;1;;K;;;
4211;0;Non Existing Client;02/07/1967;16/10/2011;NP_Client;University;Married;0;10;36;3;C;17/10/2011;Sales;Owned;1;;B;;;
4661;0;Existing Client;26/08/1973;29/08/2011;NP_Client;University;Married;2;10;36;1;C;29/11/2011;Sales;Owned;1;19/05/2013;C;;;
9421;0;Non Existing Client;18/12/1976;08/04/2012;NP_Client;University;Married;0;3;36;10;C;19/04/2012;Sales;Old rent;1;;B;;;
3501;0;Non Existing Client;31/03/1953;25/09/2011;NP_Client;University;Married;4;1;36;1;C;26/09/2011;Sales;Owned;1;;B;;;
6440;0;Non Existing Client;07/09/1984;22/12/2011;NP_Client;University;Married;0;10;50;10;G;09/01/2012;Sales;Owned;2;;C;;;
8791;0;Existing Client;09/08/1958;02/07/2006;NP_Client;Master/PhD;Married;2;20;1000;25;P;05/03/2012;Branch;Owned;1;;E;;;
4385;0;Non Existing Client;23/06/1974;19/10/2011;NP_Client;University;Married;0;15;30;1;C;25/10/2011;Sales;Owned;1;;B;;;
9275;0;Non Existing Client;23/01/1976;02/04/2012;NP_Client;University;Single;0;1;36;1;C;11/04/2012;Sales;Owned;1;;K;;;
4985;0;Non Existing Client;02/10/1957;14/11/2011;NP_Client;University;Married;0;10;36;3;C;17/11/2011;Sales;Owned;1;;C;;;
1195;0;Existing Client;01/10/1974;10/01/2007;P_Client;University;Single;3;4;36;4;G;31/07/2011;Branch;Owned;1;;K;;;
3181;0;Non Existing Client;20/12/1987;07/09/2011;NP_Client;University;Single;0;12;50;1;C;13/09/2011;Branch;Old rent;1;;B;;;
5478;0;Non Existing Client;15/07/1977;01/12/2011;NP_Client;University;Married;1;10;36;10;C;04/12/2011;Sales;Owned;1;;D;;;
2742;0;Existing Client;25/04/1982;20/11/2005;NP_Client;University;Single;0;10;36;3;C;01/08/2011;Sales;Owned;1;30/09/2012;B;;;
7623;0;Non Existing Client;10/06/1947;21/02/2012;NP_Client;University;Married;2;10;36;3;C;22/02/2012;Sales;Owned;1;;B;;;
8335;0;Non Existing Client;01/09/1986;06/03/2012;NP_Client;University;Single;0;15;60;2;C;10/03/2012;Branch;Old rent;1;;B;;;
9304;1;Non Existing Client;26/09/1985;09/04/2012;NP_Client;University;Single;0;1;36;1;C;11/04/2012;Sales;Owned;1;30/09/2012;D;;;
5105;0;Existing Client;27/03/1965;21/06/2001;P_Client;University;Married;0;10;36;3;C;31/10/2011;Branch;Owned;2;16/07/2012;G;;;
390;0;Non Existing Client;04/05/1989;18/05/2011;NP_Client;University;Single;0;20;36;1;C;19/05/2011;Branch;Owned;2;25/06/2012;B;;;
1913;0;Existing Client;26/02/1972;03/06/2008;P_Client;University;Single;2;35;49,2;11;C;21/08/2011;Branch;Owned;1;;G;;;
7939;0;Existing Client;24/06/1967;03/11/2009;P_Client;University;Married;1;18;82,8;7;C;19/02/2012;Branch;Owned;1;;B;;;
6575;0;Non Existing Client;12/07/1958;12/01/2012;NP_Client;University;Married;2;1;36;1;C;15/01/2012;Sales;Owned;1;;D;;;
6797;0;Non Existing Client;06/05/1973;18/01/2012;NP_Client;University;Married;3;10;36;3;C;23/01/2012;Sales;Owned;2;03/02/2013;B;;;
6178;0;Non Existing Client;28/11/1979;27/10/2011;NP_Client;University;Married;2;3;60;3;C;25/12/2011;Branch;Parents;2;;K;;;
8928;0;Existing Client;31/01/1982;23/02/2010;P_Client;University;Single;0;2;36,6;4;G;26/04/2012;Branch;Owned;1;;G;;;
3831;0;Existing Client;17/11/1981;12/07/2011;NP_Client;University;Married;0;1;42;2;C;04/10/2011;Branch;Owned;1;;B;;;
2782;0;Existing Client;06/02/1960;01/11/2007;NP_Client;University;Married;0;15;100;1;G;12/09/2011;Sales;Owned;1;;C;;;
8826;0;Existing Client;03/01/1980;20/03/2005;NP_Client;University;Married;1;8;;9;C;17/04/2012;Branch;Owned;1;;B;;;
9289;0;Non Existing Client;22/02/1981;08/04/2012;NP_Client;University;Married;2;22;18;2;C;11/04/2012;Sales;Owned;1;;B;;;
4984;0;Non Existing Client;26/11/1979;15/11/2011;NP_Client;University;Married;2;6;100;8;C;17/11/2011;Branch;Owned;1;;B;;;
6418;0;Non Existing Client;05/12/1947;03/01/2012;NP_Client;Master/PhD;Married;0;1;25;1;C;05/01/2012;Sales;Old rent;1;;D;;;
8271;0;Non Existing Client;19/06/1962;04/03/2012;NP_Client;University;Married;2;25;18;2;C;11/03/2012;Sales;Owned;1;;B;;;
1969;0;Existing Client;09/06/1975;30/04/2009;NP_Client;Master/PhD;Married;2;21;18;12;G;18/08/2011;Sales;Owned;1;;C;;;
6209;0;Existing Client;27/04/1968;27/12/2011;NP_Client;University;Married;0;10;36;10;C;11/01/2012;Sales;Owned;1;;B;;;
4642;0;Existing Client;16/12/1965;27/01/2011;P_Client;University;Divorced;0;6;72;6;G;10/11/2011;Branch;Owned;1;;G;;;
1538;0;Non Existing Client;01/12/1980;13/07/2011;NP_Client;University;Married;1;3;20;1;C;18/07/2011;Sales;Owned;1;;B;;;
8054;0;Existing Client;04/07/1965;29/01/2012;NP_Client;University;Married;0;15;36;1;G;20/03/2012;Sales;Owned;1;;C;;;
976;0;Non Existing Client;15/08/1968;19/06/2011;NP_Client;University;Married;2;2;20;1;C;20/06/2011;Sales;Owned;1;;B;;;
6784;1;Non Existing Client;29/07/1971;22/01/2012;NP_Client;University;Married;4;1;25;1;C;23/01/2012;Sales;Owned;1;29/11/2012;B;;;
2386;0;Non Existing Client;18/09/1949;08/08/2011;NP_Client;University;Married;0;9;36;9;C;09/08/2011;Sales;Owned;1;;B;;;
4544;0;Existing Client;29/09/1984;02/07/2007;P_Client;Master/PhD;Married;1;27;58;4;G;15/11/2011;Branch;Owned;1;;G;;;
985;0;Non Existing Client;22/10/1984;19/06/2011;NP_Client;University;Single;0;19;39;1;C;27/06/2011;Branch;Parents;1;;B;;;
2907;0;Existing Client;11/01/1981;19/08/2010;NP_Client;Master/PhD;Married;0;20;18;2;G;06/09/2011;Sales;Owned;1;;C;;;
5747;0;Non Existing Client;22/02/1988;13/12/2011;NP_Client;University;Married;0;1;36;1;C;14/12/2011;Sales;Owned;1;;B;;;
2325;0;Non Existing Client;26/01/1986;03/08/2011;NP_Client;University;Married;2;6;36;10;C;04/08/2011;Sales;Owned;1;09/01/2012;B;;;
6130;0;Existing Client;21/02/1989;14/09/2011;NP_Client;University;Married;0;22;33;0;C;03/01/2012;Branch;Owned;1;;J;;;
1040;0;Non Existing Client;25/07/1980;12/05/2011;NP_Client;University;Married;1;10;18;9;C;22/06/2011;Branch;Owned;2;16/07/2012;D;;;
9193;0;Non Existing Client;18/06/1947;03/04/2012;NP_Client;University;Married;3;1;36;1;C;04/04/2012;Sales;Owned;1;;D;;;
5748;0;Non Existing Client;05/02/1976;12/12/2011;NP_Client;University;Married;2;22;18;2;C;14/12/2011;Sales;Owned;1;;D;;;
517;1;Existing Client;10/12/1960;30/03/2006;NP_Client;University;Married;4;15;36;1;C;16/06/2011;Branch;Owned;1;29/03/2012;B;;;
2406;0;Non Existing Client;03/12/1980;09/08/2011;NP_Client;University;Single;0;30;20;1;C;11/08/2011;Sales;Parents;1;08/10/2012;D;;;
2484;0;Non Existing Client;13/07/1954;14/08/2011;NP_Client;University;Married;2;12;18;12;C;16/08/2011;Sales;Owned;1;;B;;;
2183;0;Existing Client;01/09/1986;19/07/2011;NP_Client;Master/PhD;Single;0;2;100;1;C;30/07/2011;Sales;Parents;1;;C;;;
4862;0;Non Existing Client;11/05/1966;03/11/2011;NP_Client;Secondary or Less;Married;4;5;360;10;C;17/11/2011;Branch;Owned;1;;B;;;
4088;0;Non Existing Client;09/10/1965;10/10/2011;NP_Client;University;Married;0;10;36;10;C;17/10/2011;Sales;Owned;1;;B;;;
4279;0;Non Existing Client;15/02/1948;10/10/2011;NP_Client;University;Married;0;10;36;3;G;25/10/2011;Sales;Owned;1;;C;;;
3726;0;Existing Client;16/02/1948;13/09/2009;NP_Client;University;Married;2;63;18;2;G;27/09/2011;Sales;Owned;1;;C;;;
4735;1;Existing Client;10/01/1983;27/10/2011;NP_Client;University;Married;3;25;58,8;2;C;15/11/2011;Sales;Owned;1;29/11/2012;L;;;
8106;0;Existing Client;11/08/1977;26/02/2012;NP_Client;University;Married;0;10;36;5;C;04/03/2012;Branch;Owned;1;;C;;;
6889;0;Existing Client;24/09/1972;15/05/2000;P_Client;Master/PhD;Married;3;12;90;5;G;24/01/2012;Branch;Owned;1;;B;;;
2003;0;Existing Client;18/12/1965;30/03/2010;NP_Client;University;Married;3;10;72;12;G;25/07/2011;Branch;Owned;1;;C;;;
7271;1;Existing Client;25/09/1975;06/02/2012;NP_Client;University;Married;4;13;36;4;C;21/02/2012;Branch;Owned;1;18/11/2012;C;;;
3654;0;Existing Client;29/09/1985;29/05/2008;NP_Client;University;Married;0;2;14;1;G;26/10/2011;Branch;Old rent;1;;B;;;
7041;0;Existing Client;13/12/1975;05/11/2009;NP_Client;University;Married;0;15;36;1;C;27/02/2012;Sales;Owned;1;;B;;;
583;0;Existing Client;21/04/1956;10/03/2009;NP_Client;Master/PhD;Married;5;10;50;2;C;12/06/2011;Sales;Owned;2;;B;;;
7022;0;Existing Client;21/09/1987;31/03/2009;P_Client;University;Single;0;3;38;3;C;14/02/2012;Branch;Owned;1;;B;;;
4732;0;Existing Client;13/10/1979;27/10/2011;NP_Client;Master/PhD;Married;1;2;18;2;G;28/11/2011;Sales;Owned;1;;C;;;
3633;0;Existing Client;04/09/1970;21/10/2007;NP_Client;Master/PhD;Married;0;3;20;1;C;28/09/2011;Sales;New rent;1;;D;;;
4264;0;Non Existing Client;25/01/1967;09/10/2011;NP_Client;University;Married;0;15;120;11;G;20/10/2011;Sales;Owned;1;;K;;;
8019;1;Existing Client;06/08/1986;21/06/2011;P_Client;University;Single;0;20;22,212;3;C;05/03/2012;Branch;Owned;1;30/09/2012;H;;;
1482;0;Non Existing Client;18/11/1956;10/07/2011;NP_Client;University;Married;2;10;36;1;C;20/07/2011;Sales;Old rent;1;;D;;;
3866;1;Non Existing Client;12/10/1958;11/09/2011;NP_Client;Diploma;Married;5;35;54;10;C;29/09/2011;Branch;Parents;1;28/02/2013;K;;;
1124;0;Non Existing Client;19/11/1978;27/06/2011;NP_Client;University;Married;0;20;20;1;C;29/06/2011;Sales;Owned;1;;B;;;
6105;0;Existing Client;02/11/1958;24/02/2011;P_Client;University;Married;3;20;182,247;25;G;13/12/2011;Branch;Owned;1;;G;;;
1259;0;Existing Client;16/08/1975;16/09/2009;NP_Client;University;Divorced;0;25;60;5;C;03/07/2011;Branch;Old rent;1;;L;;;
9475;0;Non Existing Client;02/07/1976;22/04/2012;NP_Client;University;Married;0;16;18;2;C;23/04/2012;Sales;Owned;1;;B;;;
275;0;Non Existing Client;03/05/1970;04/05/2011;NP_Client;University;Married;0;5;18;1;C;10/05/2011;Sales;Owned;1;;B;;;
9281;0;Non Existing Client;26/03/1968;09/04/2012;NP_Client;University;Married;0;1;36;1;C;11/04/2012;Sales;Owned;1;;B;;;
2661;0;Non Existing Client;04/01/1983;22/08/2011;NP_Client;University;Married;1;10;36;1;C;25/08/2011;Sales;Owned;1;;B;;;
9506;0;Non Existing Client;21/07/1957;23/04/2012;NP_Client;University;Married;2;1;36;1;C;24/04/2012;Sales;Owned;1;;B;;;
1212;0;Existing Client;01/09/1975;13/12/2007;P_Client;University;Married;3;1;20;1;C;24/07/2011;Sales;Owned;1;;B;;;
4323;0;Non Existing Client;04/06/1980;26/10/2011;NP_Client;University;Married;0;4;18;2;C;27/10/2011;Sales;Owned;1;;B;;;
4645;0;Existing Client;26/04/1977;26/04/2011;P_Client;University;Married;0;2;103,764;1;C;15/11/2011;Sales;Owned;1;;H;;;
1875;0;Existing Client;10/08/1965;10/10/2006;NP_Client;Master/PhD;Married;3;5;20;1;C;03/08/2011;Sales;New rent;1;;C;;;
773;1;Existing Client;15/05/1968;05/06/2011;NP_Client;University;Married;3;15;58,5;1;C;12/06/2011;Sales;Owned;1;29/02/2012;L;;;
618;0;Existing Client;18/08/1984;13/12/2009;NP_Client;University;Single;0;4;60;1;C;09/06/2011;Branch;Owned;1;;B;;;
1170;0;Existing Client;17/09/1968;21/12/2004;NP_Client;University;Married;3;43;38,4;1;C;30/07/2011;Branch;Old rent;1;;L;;;
8645;0;Non Existing Client;05/04/1970;21/03/2012;NP_Client;University;Married;3;3;36;22;C;25/03/2012;Sales;Owned;1;;B;;;
8835;0;Existing Client;09/11/1958;08/01/2006;NP_Client;University;Divorced;0;10;136,26;10;C;08/04/2012;Sales;Owned;1;;B;;;
6513;0;Non Existing Client;17/04/1976;10/01/2012;NP_Client;University;Married;2;10;36;1;C;11/01/2012;Sales;Owned;1;23/12/2012;D;;;
473;0;Non Existing Client;01/08/1965;29/05/2011;NP_Client;University;Married;2;6;18;1;C;30/05/2011;Sales;Owned;1;;B;;;
8463;0;Non Existing Client;07/09/1954;13/03/2012;NP_Client;University;Widowed;1;35;120;12;G;14/03/2012;Branch;Old rent;1;;B;;;
237;0;Non Existing Client;25/11/1988;05/05/2011;NP_Client;University;Single;0;15;18;1;C;17/05/2011;Sales;Parents;1;;B;;;
323;0;Non Existing Client;12/03/1974;15/05/2011;NP_Client;University;Married;3;10;18;2;C;16/05/2011;Sales;New rent;1;;B;;;
885;0;Non Existing Client;18/01/1981;13/06/2011;NP_Client;University;Married;1;5;36;1;C;14/06/2011;Sales;Owned;1;;B;;;
6659;0;Non Existing Client;21/04/1980;26/12/2011;NP_Client;University;Married;0;10;25;1;C;17/01/2012;Sales;Owned;1;;B;;;
5917;0;Existing Client;20/07/1961;29/05/2003;NP_Client;University;Married;0;1;36;1;C;23/12/2011;Sales;Owned;1;;B;;;
5993;0;Existing Client;10/10/1974;21/10/2007;NP_Client;University;Married;0;37;20;5;G;15/01/2012;Branch;Owned;1;;B;;;
3713;0;Existing Client;21/07/1968;11/05/2009;NP_Client;Master/PhD;Married;0;6;20;1;C;14/09/2011;Sales;Owned;1;;C;;;
8825;0;Existing Client;27/01/1970;20/03/2005;P_Client;Diploma;Married;3;40;20,556;13;C;01/04/2012;Branch;Owned;1;;H;;;
1150;0;Existing Client;12/08/1952;14/04/1998;NP_Client;University;Married;3;15;100;1;C;23/06/2011;Sales;Owned;1;;D;;;
1685;0;Non Existing Client;05/11/1978;19/07/2011;NP_Client;University;Married;0;2;36;1;C;22/07/2011;Sales;New rent;1;;B;;;
4760;0;Non Existing Client;08/05/1972;26/10/2011;NP_Client;University;Married;0;4;18;2;C;03/11/2011;Sales;Owned;1;;B;;;
1171;0;Existing Client;10/01/1962;09/02/2005;NP_Client;University;Married;0;15;30;1;C;22/07/2011;Sales;Owned;1;31/12/2012;B;;;
1893;0;Existing Client;07/01/1974;12/08/2007;NP_Client;University;Married;0;1;50;9;C;20/07/2011;Branch;Owned;2;05/09/2012;B;;;
4219;0;Non Existing Client;15/10/1959;17/10/2011;NP_Client;University;Married;3;10;18;10;C;18/10/2011;Sales;Owned;1;;B;;;
86;0;Existing Client;09/06/1949;05/04/2009;NP_Client;University;Married;4;10;50;10;C;15/05/2011;Sales;Owned;1;;C;;;
715;0;Non Existing Client;28/08/1987;06/06/2011;NP_Client;University;Single;1;20;50;1;C;09/06/2011;Branch;Owned;1;;D;;;
6646;0;Non Existing Client;14/05/1966;15/01/2012;NP_Client;University;Married;0;1;25;1;C;17/01/2012;Sales;Owned;1;;B;;;
3307;0;Non Existing Client;14/04/1966;18/09/2011;NP_Client;University;Married;3;10;50;10;C;19/09/2011;Sales;Owned;1;;B;;;
5985;0;Existing Client;08/07/1976;04/04/2007;NP_Client;Master/PhD;Married;3;6;36;2;C;02/01/2012;Sales;Owned;1;;B;;;
1880;0;Existing Client;12/02/1962;26/10/2006;NP_Client;University;Married;0;15;30;1;C;30/07/2011;Sales;Owned;1;;B;;;
3604;0;Existing Client;19/12/1970;24/12/2006;NP_Client;Master/PhD;Married;0;20;60;10;G;17/10/2011;Sales;Owned;1;;C;;;
737;0;Existing Client;08/10/1977;31/05/2011;NP_Client;University;Married;2;15;44,4;1;C;05/06/2011;Sales;Owned;1;;L;;;
7664;0;Non Existing Client;28/03/1976;22/02/2012;NP_Client;University;Married;1;5;18;2;C;23/02/2012;Sales;Owned;1;;B;;;
2848;0;Existing Client;15/07/1980;21/07/2009;NP_Client;Master/PhD;Married;2;7;36;1;G;21/09/2011;Sales;Owned;1;;C;;;
8259;0;Non Existing Client;01/01/1960;04/03/2012;NP_Client;University;Married;1;11;360;10;C;05/03/2012;Sales;Owned;1;;B;;;
6078;0;Existing Client;19/07/1970;21/07/2010;NP_Client;University;Married;2;7;18;2;C;24/01/2012;Sales;Owned;1;;B;;;
4970;0;Non Existing Client;18/08/1967;15/11/2011;NP_Client;University;Married;0;10;18;2;C;16/11/2011;Sales;Owned;2;03/12/2012;B;;;
3891;0;Non Existing Client;15/01/1967;29/09/2011;NP_Client;University;Married;2;15;30;1;C;29/09/2011;Sales;Owned;1;;B;;;
